ID,requirement,functional/non-functional,source_file,data_type,ASR,ASR_Explanation
6,"Trains equipped for ERTMS/ETCS application level 3 shall be able to run on lines equipped with ERTMS/ETCS application level 3, 2, 1 and 0, trains equipped for ERTMS/ETCS application level 2 shall be able to run on lines equipped with ERTMS/ETCS application level 2, 1 and 0 and trains equipped for ERTMS/ETCS application level 1 shall be able to run on lines equipped with ERTMS/ETCS application level 1 and 0.",FR,2007 - ertms.pdf.csv,requirement_statement,Yes,This requirement drives the system architecture to support multi‐level ERTMS/ETCS protocol handling and backward‐compatible interoperability across application levels.
7,The current application level shall be indicated on the DMI.,FR,2007 - ertms.pdf.csv,requirement_statement,No,This is a user-interface display requirement with minimal impact on the overall system architecture.
8,"The driver shall acknowledge the level transitions, if requested from trackside. If the driver does not acknowledge after the transition the brake shall be applied. If the driver acknowledges afterwards, the brake can be released.",FR,2007 - ertms.pdf.csv,requirement_statement,Yes,It impacts the real-time safety architecture by requiring fail-safe braking control and driver-interaction monitoring for level transitions.
9,ETCS shall be compatible with existing national systems listed in the CCS TSI such that it does not interfere with the national systems and is not interfered with by the national systems.,FR,2007 - ertms.pdf.csv,requirement_statement,Yes,This requirement impacts the system’s integration architecture and interface design to ensure interoperability and non-interference with existing national systems.
10,"The ETCS trainborne equipment shall be capable of supervising the following operational states: Full Supervision operation, Partial Supervision operation (Staff Responsible operation, On Sight operation, Unfitted Line operation, Train Trip operation, Post Trip operation), National operation (STM), Tandem operation, Multiple operation, Shunting operation, Stand By operation, Reversing operation.",FR,2007 - ertms.pdf.csv,requirement_statement,Yes,"It defines the core operational modes that will drive the state‐machine design, module partitioning, and safety-critical architecture."
11,Any transition which occurs while the train is moving shall in principle occur automatically.,FR,2007 - ertms.pdf.csv,requirement_statement,No,This is a functional detail about automatic transitions and does not impose major architectural constraints.
12,"Transitions which occur while the train is stationary, shall be initiated automatically or manually as appropriate.",FR,2007 - ertms.pdf.csv,requirement_statement,Yes,"It impacts the state-management and control modules by requiring a flexible, event-driven architecture to handle both automatic and manual transitions."
13,"If, as a result of an automatic transition, except for transitions to and from National Operation (STM), the responsibility for the driver increases, the ETCS shall seek an acknowledgement from the driver, whether the train is stationary or not.",FR,2007 - ertms.pdf.csv,requirement_statement,No,This is a detailed functional behavior requirement with no broad implications for system architecture.
14,"For transitions to and from National Operation (STM) the ETCS shall request, an acknowledgement by the driver.",FR,2007 - ertms.pdf.csv,requirement_statement,No,This is a minor extension to the existing mode-transition logic and driver interface without impacting the overall system architecture.
15,"In case the transition has to be acknowledged and the driver fails to acknowledge as required, the ETCS shall initiate a brake application.",FR,2007 - ertms.pdf.csv,requirement_statement,Yes,"This safety-critical failure-handling requirement drives the design of real-time driver-monitoring, fail-safe logic, and braking subsystem integration."
16,During the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state.,FR,2007 - ertms.pdf.csv,requirement_statement,Yes,This requirement impacts the system’s security architecture by mandating dynamic state-management and policy-enforcement mechanisms to ensure consistent protection levels during operational transitions.
17,"If an ETCS equipped train passes a level transition to a line fitted with more than one level, the onboard shall switch to the highest level, according to the priority given by trackside, for which it is equipped.",FR,2007 - ertms.pdf.csv,requirement_statement,Yes,This requirement mandates the onboard architecture to include dynamic ETCS level negotiation and switching logic with the trackside interface.
